边 : 字 0.0515842404875 | 亲 0.055637030726 | 景 0.0575127583749 | 藏 0.0644112399972 | 边 0.0670720854676 | 判 0.0725851002573 | 苏 0.0743319970543 | 类 0.083212326147 | 树 0.0836415024504 | 绍 0.0860969135025 | 责 0.0913204381213 | 房 0.0929445356894 | 止 0.0965946518374 | 号 0.0966205213141 | 河 0.0972956113869 | 客 0.100862778948 | 写 0.10341207245 | 富 0.104807801633 | 菜 0.1126050172 | 约 0.11773830607 | 油 0.119073481935 | 售 0.122507067308 | 谈 0.123112576746 | 星 0.123387996256 | 索 0.124932057801 | 票 0.130813333366 | 则 0.133311601222 | 密 0.136725437529 | 试 0.141150033163 | 图 0.142049105932 | 血 0.144696162959 | 洋 0.145617971408 | 幕 0.14614137784 | 湾 0.148654214363 | 师 0.149547177237 | 语 0.150047057961 | 型 0.152005289201 | 障 0.152070008605 | 税 0.156380433255 | 城 0.156533978373 | 土 0.156636304059 | 疗 0.158873260606 | 留 0.163524342151 | 功 0.165767977113 | 彩 0.167497898439 | 迹 0.169977057864 | 身 0.176833111934 | 卖 0.178050357426 | 空 0.178501559541 | 获 0.180164097807 | 
梵 : 砾 0.0408724356174 | 脓 0.0409623547489 | 赓 0.0410531657408 | 岷 0.041081386053 | 坨 0.0411110428057 | 烬 0.0412363997643 | 褶 0.0412620203009 | 搪 0.0412779341309 | 啄 0.0412839834581 | 稣 0.0413103951332 | 赅 0.0413179148405 | 琨 0.0413237386645 | 笪 0.0413348661648 | 珲 0.041378661749 | 圪 0.0413857391301 | 犟 0.0414549754732 | 彷 0.0415203867978 | 楣 0.0415483917263 | 悯 0.0416237133439 | 撷 0.0416515751358 | 酉 0.0416609665241 | 谑 0.0416712318438 | 圻 0.0416985465276 | 卤 0.0417647242948 | 糅 0.0418232211376 | 畿 0.0418519163444 | 窿 0.0418539213891 | 撵 0.0418803627388 | 浜 0.0419166063854 | 琬 0.0419650950685 | 铂 0.0420003169594 | 桅 0.0420381515129 | 耆 0.0420712112643 | 佘 0.0420855743671 | 娼 0.042126700659 | → 0.042164640027 | 獭 0.0422089974006 | 怏 0.042260639518 | 镂 0.0424380144011 | 邕 0.0424647367563 | 酗 0.0425228952929 | 徨 0.0425654468598 | 荤 0.042572614727 | 觞 0.0425820711118 | 嘶 0.0425863799511 | 菩 0.0426901513254 | 蹭 0.0427663747987 | 芥 0.0428100625014 | 绌 0.0428136281139 | 轼 0.0428387983807 | 

莒 : 钎 0.0675668015705 | 甭 0.0675826917794 | 蹭 0.067639748298 | 椭 0.0678883733021 | 俳 0.067963324616 | 蔺 0.068062905355 | 莒 0.0681452139023 | 靛 0.0681854381393 | 豌 0.0682325110653 | 怏 0.0683246036499 | 蔫 0.0684258853648 | 琬 0.0684917128346 | 戛 0.0685792078011 | 轶 0.0686637290644 | 匣 0.0687969001188 | 霆 0.0688194287411 | 孽 0.0688916873021 | 芷 0.0688935211103 | 愫 0.0689721943436 | 珞 0.0689868158121 | 淅 0.0690931692141 | 珩 0.0690948040352 | 漱 0.069104696082 | 卤 0.069185106323 | 圪 0.0692555308506 | 癣 0.0692581625573 | 赅 0.0692747946393 | 坨 0.069292713839 | 诧 0.0693902439609 | 稣 0.0695966544254 | 啄 0.0696432295632 | 臼 0.0697005671364 | 钒 0.0698607528211 | 峁 0.0698853119997 | 撷 0.0700496605575 | 辫 0.0700570078017 | 嘶 0.070058755165 | 燧 0.0701415181061 | 铂 0.0701715921288 | 叽 0.070171647019 | 耙 0.0702800171707 | 淇 0.0702966742119 | 笪 0.070364184426 | 岫 0.0703781346347 | 砭 0.0704026475137 | 胤 0.0704171393322 | 赳 0.0704456712708 | 炖 0.0705222885673 | 轼 0.0705417257204 | 洮 0.070837721484 | 

阒 : 噎 0.0334463069763 | 馗 0.0335023662324 | 溆 0.0335151552483 | 嗤 0.0335880559691 | 滢 0.0335934360278 | 蜃 0.0336173270238 | 猬 0.0337150532571 | 暌 0.0337524894767 | 镳 0.0337627483524 | 琰 0.0338018572822 | 璎 0.0339440359913 | 萸 0.0339537501914 | 霈 0.0339806462475 | 龉 0.0339900719207 | 榛 0.0340316583576 | 蝠 0.0340445414388 | 旌 0.034054015179 | 蕨 0.0340550181004 | 蛐 0.0341343425222 | 砷 0.0341497177093 | 钕 0.0341536031892 | 嗨 0.0342346390138 | 屐 0.0342461875312 | 鳅 0.0342484788145 | 绂 0.0342983016351 | 裟 0.03430268807 | 骛 0.0343197479869 | 酊 0.0343693009776 | 羟 0.0344028874311 | 幺 0.0344101927015 | 夼 0.0344168910228 | 缛 0.0344194834011 | 蟀 0.0344438473215 | 滓 0.0344747491599 | 芡 0.034486935467 | 鏊 0.0345290147665 | 艮 0.0345684160827 | 酪 0.0345807571431 | 虱 0.0345831190109 | 抿 0.0345937126142 | 晌 0.034605925062 | 菽 0.03462313329 | 挛 0.0346434853209 | 敕 0.0346624762006 | 锃 0.034687631776 | 悌 0.034706933732 | 蹩 0.0347122198851 | 魇 0.0347130401578 | 郫 0.0347556291371 | 溴 0.0347726764738 | 

宓 : 阙 0.122671956836 | 糯 0.122709860963 | 槌 0.122757337461 | 羹 0.122830155035 | 鳖 0.122858421425 | 濮 0.123033136296 | 黝 0.123287944418 | 攥 0.123339144146 | 懵 0.123522973485 | 箴 0.123691986738 | 锨 0.123790396181 | 釜 0.123840745883 | 箫 0.124215522604 | 钠 0.12421884108 | 陛 0.12423407158 | 撮 0.124266748233 | 睬 0.124484261104 | 胥 0.12471630659 | 玷 0.124728075736 | 薹 0.124735279999 | 孢 0.1247785064 | 簧 0.124793289306 | 裘 0.124843283193 | 铧 0.124868148805 | 嶙 0.124880480787 | 簌 0.124887013023 | 愕 0.124971729296 | 宓 0.125084934264 | 粕 0.125106285525 | 呻 0.125264973038 | 糠 0.125280877993 | 掖 0.125303320303 | 翌 0.12530343684 | 笙 0.125399958318 | 冢 0.125419633979 | 娑 0.125448700735 | 潼 0.12545981619 | 狡 0.125497846257 | 佟 0.125548601425 | 疹 0.126015556291 | 掰 0.126049832551 | 撇 0.126148233635 | 熹 0.126268729515 | 嗅 0.126288999908 | 剽 0.126696966547 | 楞 0.127079599687 | 丐 0.127311177977 | 偕 0.127465425414 | 屉 0.12762542559 | 妖 0.12782673076 | 

羌 : 逍 0.0955786000991 | 垢 0.0957976214601 | 蛀 0.0959194234713 | 臧 0.0959777557102 | 兀 0.0965506059802 | 泗 0.0967635006417 | 禧 0.096825029454 | 梵 0.0970608864254 | 婷 0.0970647146737 | 搂 0.0971931078536 | 屎 0.0971969352348 | 燮 0.0975880637142 | 厮 0.097731240969 | 亵 0.097775885639 | 喋 0.0978493322894 | 袄 0.0981495293096 | 怦 0.0982357437126 | 钰 0.0982831243031 | 茸 0.098910567312 | 鲥 0.0989355831457 | 奚 0.0990536303147 | 蝗 0.0995391960136 | 蜕 0.099755958782 | 惭 0.0997614788017 | 陨 0.0997940816841 | 芸 0.100010009585 | 铿 0.100553540864 | 邬 0.100605785371 | 涿 0.10060996928 | 镛 0.100670122909 | 撩 0.100798413026 | 赝 0.101108928689 | 漉 0.101322068426 | 蹴 0.101421214533 | 雌 0.10169830856 | 芮 0.101792303012 | 淆 0.101870047075 | 裳 0.10188465095 | 郴 0.101936943966 | 怅 0.101989658278 | 铱 0.102199891396 | 窒 0.102324995885 | 惋 0.102980107791 | 桢 0.103208150577 | 藩 0.103427357034 | 芋 0.103471935996 | 遒 0.103507154687 | 钵 0.103635925247 | 吭 0.104384757059 | 笃 0.104659942457 | 

握 : 迹 0.0430269856059 | 握 0.0475031112495 | 幕 0.0476877121273 | 湾 0.0517105100101 | 疗 0.0591914815372 | 菜 0.059412718394 | 误 0.0652068015253 | 伐 0.0655282913896 | 邦 0.0666238353227 | 洁 0.0702626590342 | 票 0.0732484790003 | 岛 0.0800092874941 | 野 0.0813521758774 | 疾 0.0825020133401 | 麦 0.0842635619514 | 雪 0.0847336165479 | 贵 0.0858122056853 | 判 0.0862172888012 | 衣 0.0893033262022 | 障 0.0917353132511 | 语 0.0919029032818 | 析 0.0941591727019 | 架 0.0962494629254 | 跃 0.105137039312 | 血 0.105224007267 | 渐 0.105927776904 | 卖 0.110424595541 | 累 0.112001990694 | 佳 0.113290453832 | 昌 0.117014422113 | 卷 0.121394231464 | 守 0.121428656657 | 册 0.122553577461 | 疑 0.123294535585 | 偿 0.124560931173 | 测 0.124742410593 | 缩 0.136833404687 | 染 0.137631084726 | 征 0.138858757845 | 季 0.138922434691 | 贺 0.140768697935 | 索 0.141251627211 | 屋 0.141678080011 | 彩 0.143447294171 | 词 0.143615016716 | 乏 0.144721251658 | 绍 0.145110955232 | 藏 0.152279511232 | 暖 0.153892987825 | 醒 0.154421070453 | 

测 : 付 0.0475960322584 | 累 0.0565615796404 | 测 0.0599493778779 | 掉 0.0718755410275 | 征 0.0720220510909 | 卖 0.0756532774072 | 疾 0.0787977350838 | 叫 0.0792729684349 | 盖 0.080240881857 | 伤 0.0864308949369 | 患 0.0870458236029 | 裁 0.088298202094 | 疑 0.0934896114562 | 杂 0.0943701951159 | 册 0.100795947243 | 票 0.104434143056 | 佳 0.106066821492 | 桥 0.10987462912 | 渐 0.111060357113 | 穿 0.112036964849 | 岛 0.112347342261 | 润 0.112968335605 | 守 0.117462555558 | 亮 0.118760929582 | 痛 0.120201958821 | 拔 0.12032560871 | 庄 0.122238996269 | 卷 0.122514191182 | 援 0.122947183577 | 季 0.123919311921 | 迷 0.124043196234 | 触 0.125907060701 | 跃 0.128648800212 | 缩 0.130385181904 | 屋 0.133075335537 | 杰 0.134027489067 | 坐 0.134284568346 | 障 0.134550437302 | 偿 0.135758900945 | 误 0.136035377107 | 返 0.139167780096 | 语 0.140238615349 | 宽 0.141016587543 | 朋 0.142029389882 | 灯 0.142758547521 | 弹 0.143528207066 | 赴 0.144589712693 | 估 0.144699226751 | 塑 0.145529340108 | 野 0.146247444347 | 

拥 : 硬 0.0316904697061 | 杰 0.0326446670781 | 朋 0.0353923556091 | 庄 0.0366566732185 | 灵 0.0369303982005 | 软 0.0377119376693 | 坐 0.0418857197204 | 勤 0.0421899895227 | 戏 0.0428938180072 | 摆 0.0454476172784 | 穿 0.0456697374524 | 宽 0.0459755503869 | 微 0.0470185408097 | 拥 0.0513842626993 | 跟 0.0552996662051 | 叫 0.0582790630235 | 邮 0.0616794570476 | 短 0.0640764668366 | 奔 0.0641503830871 | 涉 0.0647842374695 | 幸 0.0659913194506 | 宗 0.0674021424429 | 援 0.0682159258391 | 裁 0.0696684739873 | 塑 0.071384350957 | 债 0.0714048687226 | 翻 0.077499186564 | 借 0.0778361677937 | 邀 0.0808029519298 | 桥 0.0818616726006 | 付 0.0846052453629 | 墨 0.0866151942816 | 尊 0.0905002782881 | 阵 0.0906884569917 | 零 0.0926458866885 | 赞 0.0936055638232 | 扣 0.094217654634 | 赴 0.0966901619872 | 贝 0.0970767931857 | 佳 0.0972390441841 | 茶 0.0979631008044 | 浓 0.0982823706526 | 抵 0.0988411782875 | 征 0.0990320495877 | 诸 0.0993820866099 | 混 0.101905291326 | 宝 0.103559913477 | 净 0.103587214663 | 迷 0.104383460982 | 补 0.105743061015 | 

魁 : 擦 0.0367146439874 | 鹤 0.0377762451148 | 抄 0.037942138975 | 忌 0.0388641684588 | 茫 0.0399598809738 | 沪 0.0404618766547 | 罐 0.0411764454153 | 椅 0.0415078790439 | 滔 0.0418022059367 | 谦 0.0420105486354 | 雾 0.0424540627329 | 肝 0.042592316195 | 坑 0.0427104265472 | 愤 0.0429449607164 | 纱 0.0430524685394 | 芝 0.0437232008661 | 蜂 0.0441626257771 | 恋 0.0444920940911 | 冶 0.0453678490173 | 饿 0.0465876975716 | 磁 0.047617016005 | 肤 0.0487604719755 | 凶 0.0487892180356 | 抒 0.0489638407336 | 醉 0.0493947548713 | 饥 0.0498392652115 | 衔 0.0498480678185 | 愁 0.0504488455916 | 辐 0.050815686782 | 臂 0.0508569838062 | 殿 0.0508578078816 | 巾 0.0514277719766 | 勋 0.0515854762633 | 砸 0.0516591650532 | 荆 0.0520078290301 | 嫁 0.0530779944303 | 斑 0.0530922066927 | 翠 0.0537287867716 | 薪 0.054180999607 | 砍 0.0542319929789 | 募 0.0548440407833 | 冈 0.0549501853648 | 挫 0.0551257181368 | 颂 0.0551559825085 | 淹 0.0553187187184 | 逊 0.055319519037 | 帷 0.0558390999777 | 睹 0.0558787117325 | 菌 0.0559968900243 | 眉 0.0566216759344 | 

茱 : 糌 0.045317045508 | 洇 0.0455169232137 | 谕 0.0456473739801 | 氦 0.045696500552 | 朐 0.0457115225683 | 崮 0.0457764513442 | 胱 0.0458275070379 | 藁 0.0459195531331 | 蠕 0.0460483381899 | 嘤 0.0460635852687 | 醚 0.0461089566046 | 裆 0.0461243854363 | 碉 0.046125684734 | 鲲 0.0461339456795 | 骡 0.0462138131466 | 邈 0.0462495849105 | 亳 0.0462505873024 | 矾 0.0463942207349 | 湄 0.0464362963093 | 咣 0.0464762464505 | 荥 0.0465832452762 | 靓 0.0466422099376 | 憷 0.0466563035407 | 珈 0.0466821396572 | 垭 0.0466867345788 | 葳 0.0466994114887 | 勰 0.0467062472567 | 蓦 0.046774717657 | 浣 0.0467981699486 | 罂 0.0468097175532 | 晟 0.0468257939583 | 苕 0.0468359099766 | 辊 0.0468492886728 | 俾 0.0468498670321 | 痞 0.0468533032268 | 旖 0.0468833382646 | 仟 0.0468890480711 | 姹 0.0469353045958 | 狈 0.0469639661199 | 纰 0.0470354176911 | 踉 0.0470445534638 | 竺 0.0472027066435 | 唏 0.04725796774 | 唉 0.0473129594067 | 嗷 0.0474024368863 | 拈 0.0474373937758 | 祢 0.047439700603 | 祜 0.0474595621008 | 瘸 0.0474642243475 | 酚 0.0474798506101 | 

醴 : 鲱 0.0158934352782 | 箢 0.0161270316665 | 诟 0.0161307160334 | 蝈 0.0161624377484 | 蛔 0.0161634049126 | 绡 0.0161960119842 | 喱 0.0162057382793 | 衲 0.0162161270274 | 诌 0.0162247599394 | 挈 0.016231997124 | 蟾 0.0162417460135 | 圮 0.0163392162116 | 觥 0.0163396585987 | 噘 0.0163500951829 | 哓 0.0163594185003 | 涑 0.0163760051709 | 鹚 0.0163787428341 | 怄 0.0163793063049 | 诨 0.0163844268581 | 翕 0.0163844861587 | 砧 0.0163897793179 | 毽 0.0163906102342 | 饧 0.0163925119496 | 脲 0.0163961013251 | 绦 0.0164028435557 | 谗 0.0164231318547 | 蹉 0.0164249837674 | 阕 0.016433410963 | 蜥 0.0164341055349 | 馐 0.0164381201375 | 俦 0.0164543376152 | 篁 0.0164598208057 | 罟 0.0164649280906 | 萁 0.0164709313927 | 嗉 0.016481584547 | 闳 0.0164913111695 | 轾 0.0165009397099 | 瘘 0.0165009845465 | 嘁 0.0165114751432 | 蕻 0.0165168508282 | 肓 0.0165246494726 | 踅 0.0165308968836 | 瘙 0.0165324559952 | 莳 0.0165548231751 | 刽 0.0165558785524 | 趔 0.0165581374961 | 芩 0.0165631172399 | 诹 0.0165669879445 | 椤 0.0165684025753 | 鲷 0.0165725838243 | 

辔 : 酪 0.0423571435338 | 咭 0.0423812920898 | 腋 0.0424586090542 | 渑 0.0426361124951 | 夼 0.0426924010007 | 蜷 0.0426981646854 | 酰 0.0427007699145 | 沏 0.0427058681352 | 骛 0.0427607242044 | 鲢 0.0427616807257 | 滓 0.0427837571325 | 茭 0.0427856199168 | 嗤 0.0428273794311 | 晌 0.0428474733329 | 芡 0.042891264106 | 阉 0.042916055964 | 磙 0.04292364686 | 嗽 0.0429434134413 | 肽 0.0429478802069 | 擘 0.0429785442122 | 啾 0.0430380803176 | 椴 0.0430407993899 | 圄 0.0430557014069 | 碣 0.0430875612401 | 鹦 0.0430951310499 | 镉 0.0430951448036 | 朊 0.0431109242352 | 碓 0.0431211797778 | 诽 0.0431279845329 | 嗨 0.0431485904835 | 噎 0.0431513947686 | 洄 0.0431703608089 | 猬 0.0431774260742 | 郫 0.0431811888317 | 杲 0.0432041333118 | 锃 0.0432230512678 | 滢 0.0432451331021 | 琊 0.0432668816286 | 缳 0.0432825939534 | 阄 0.0433377241926 | 荚 0.0433394778206 | 筵 0.0433485864155 | 躏 0.043359966787 | 蕨 0.0433680921399 | 诏 0.0434287192857 | 匍 0.0434673869983 | 泔 0.043473373983 | 慵 0.0434734001492 | 琏 0.043497106093 | 钕 0.0435016474143 | 

蟀 : 芥 0.0988341010167 | → 0.0988602780901 | 耒 0.0989897275393 | 拗 0.0990334521396 | 婵 0.0990951323268 | 畿 0.0991553986562 | 妩 0.0991801942336 | 銮 0.0992314539127 | 疡 0.099289214028 | 骧 0.0993271306288 | 隽 0.099474463059 | 珲 0.0996606858192 | 诋 0.0996706492395 | 摈 0.0997063038835 | 茔 0.0997298776988 | 镂 0.0997349836035 | 獭 0.0997814123119 | 赓 0.0998259011722 | 龛 0.099974568248 | 麒 0.100015290812 | 汴 0.100090730592 | 菩 0.100130957123 | 戕 0.100138630736 | ━ 0.100146018725 | 盹 0.100153071437 | 邕 0.100153380731 | 濯 0.100202444478 | 谑 0.100331267431 | 硼 0.100534224654 | 辊 0.100540916571 | 啬 0.100573610055 | 饯 0.100610627849 | 妓 0.100665971397 | 桅 0.100692927337 | 搐 0.100792286523 | 耆 0.100856161248 | 楣 0.100860199833 | 瘸 0.100865382588 | 犟 0.100907579372 | 酗 0.100908503567 | 砾 0.101027870064 | 酉 0.101058203415 | 俐 0.101072472441 | 烬 0.101096070809 | 猥 0.10109711468 | 岷 0.101162849282 | 猕 0.101195102833 | 旖 0.101200127288 | 酚 0.101244871471 | 悯 0.101294478408 | 

銮 : 箴 0.185533907964 | 妖 0.185882874937 | 冢 0.18606548262 | 臼 0.186078518295 | 掰 0.186168838884 | 糠 0.18621523281 | 匣 0.186241272955 | 偕 0.18627650047 | 锨 0.186283813982 | 撇 0.186547192764 | 攥 0.186559278071 | 霆 0.186618928613 | 钠 0.186698312204 | 箫 0.187176635113 | 翌 0.18717848243 | 陛 0.187250619526 | 撮 0.187250815885 | 屉 0.187396398395 | 叽 0.18749173256 | 翡 0.187551128381 | 岫 0.187603318645 | 糯 0.187615624907 | 簌 0.187632835864 | 愕 0.187671039639 | 阙 0.187696608085 | 鳖 0.187826378004 | 俳 0.187893256379 | 鸫 0.187904863095 | 懵 0.187944071779 | 槌 0.188029732738 | 淇 0.188052803866 | 珩 0.188172224266 | 薹 0.188225574757 | 砭 0.18844352688 | 炖 0.188488338525 | 珞 0.188556908858 | 玷 0.188575816544 | 睬 0.188617516708 | 佟 0.188698947718 | 釜 0.188796588238 | 蔫 0.188829547247 | 赳 0.188952765279 | 鹜 0.188994252291 | 燧 0.189042101145 | 辫 0.189118468716 | 嵘 0.189289187714 | 腆 0.189798690845 | 羹 0.189842922747 | 孢 0.190056730985 | 跆 0.190105768646 | 

骁 : 矾 0.027246542668 | 胱 0.0273968938842 | 氦 0.0275146004882 | 咣 0.0275236158151 | 裆 0.0275767093955 | 旖 0.0277252186919 | 唏 0.027748418855 | 谕 0.0277608836067 | 辊 0.0277958018348 | 仟 0.0278585412669 | 鲲 0.0278802951588 | 崮 0.028078139413 | 荥 0.0280944565596 | 汴 0.0280965079032 | 酚 0.0281471803896 | 朐 0.0282530028081 | 搐 0.02832039031 | 糌 0.0283542245536 | 蓦 0.0283856221059 | 瘸 0.0284665221844 | 俐 0.0284979259162 | 碉 0.0285621376377 | 罂 0.0285621982227 | 闾 0.0285739435243 | 俾 0.0285790330522 | 骝 0.0285895035976 | 嘤 0.0286044649837 | 妓 0.0286560948862 | 姹 0.0286702932319 | 疡 0.0286771050816 | 洇 0.0287108116393 | 桉 0.0287850683258 | 亳 0.0289281043164 | 葳 0.0289369023508 | 醚 0.02900300323 | 骡 0.0290197994358 | 狈 0.0290255837012 | 茔 0.029039922669 | 昱 0.029188133838 | 妩 0.0292112489579 | 梏 0.0292798868855 | 蕤 0.0292992329815 | 婵 0.0293026916869 | 踹 0.0293306471166 | 颍 0.0294738714153 | 濯 0.0294782865926 | 硼 0.0294915782948 | 藁 0.0294976419255 | 唉 0.0296532277896 | 靓 0.0299570405099 | 

者 : 者 0.0896643429613 | “ 0.438197026234 | 李 1.21510937608 | 午 1.40306690515 | 着 1.65514346138 | 、 1.77916411023 | 一 1.81844456188 | 电 1.88690749217 | 不 1.91041528606 | 他 1.91557560195 | 然 1.92873789934 | 发 2.0028962881 | 斤 2.03823927211 | 史 2.05239704659 | 头 2.11359428175 | 们 2.1494532032 | 里 2.22384538092 | 步 2.23703271696 | 是 2.24575772654 | 了 2.25251270996 | 况 2.27353098451 | 望 2.28159009895 | 响 2.28591420368 | 坦 2.30624996441 | 右 2.31837327714 | 至 2.40980223771 | 旬 2.44351303203 | 括 2.46401781862 | 次 2.50039945365 | 础 2.51072954109 | 息 2.52919211355 | 究 2.54135586653 | 只 2.62555069847 | 策 2.62572730163 | 义 2.63096119173 | 今 2.66264026455 | 淀 2.66456849763 | 翰 2.66655430484 | 顷 2.67322997464 | 杉 2.67362417817 | 瞻 2.69243799887 | 踊 2.69423515147 | 戚 2.69670459083 | 芭 2.70209027556 | 袱 2.70379119934 | 涅 2.70586110988 | 竣 2.70692761502 | 睹 2.7078554786 | 浸 2.70905568908 | 潭 2.71272209529 | 

社 : 高 0.198659825095 | 成 0.201385331571 | 市 0.216882380585 | 等 0.2176347095 | 时 0.223377867717 | 文 0.241074482864 | 现 0.277604866765 | 农 0.285910771892 | 事 0.287448176684 | 方 0.290978003631 | 活 0.293923882788 | 部 0.305602078224 | 技 0.320586162877 | 通 0.343929523768 | 安 0.347688953875 | 社 0.348564750416 | 过 0.352507484687 | 面 0.366631256357 | 就 0.367202088804 | 科 0.37671239759 | 赛 0.377535338214 | 委 0.395146901327 | 任 0.395710059645 | 服 0.401377792857 | 程 0.405270210729 | 出 0.413342435964 | 军 0.426124120082 | 前 0.435172462343 | 投 0.443576560531 | 议 0.446912043267 | 民 0.464448919442 | 利 0.479835868549 | 商 0.482204290569 | 物 0.492607591555 | 身 0.494276107892 | 调 0.497307194055 | 学 0.506042281357 | 东 0.509316516564 | 门 0.50959053498 | 专 0.51872138329 | 家 0.522916199213 | 各 0.529680170578 | 村 0.531625876802 | 要 0.54113673577 | 入 0.541169542826 | 务 0.541248062386 | 参 0.541696774684 | 运 0.548736898065 | 形 0.55722502384 | 功 0.557450565105 | 

泸 : 嗜 0.0612907112943 | 篓 0.0613373542963 | 毡 0.0613687794366 | 菏 0.0615758166361 | 粽 0.061918059752 | 惋 0.0622418881741 | 崽 0.0623213109452 | 唁 0.0624651483637 | 虏 0.0625510171733 | 拄 0.0626665662677 | 抠 0.0627077212709 | 笃 0.0628888236462 | 桢 0.063303806692 | 狸 0.0633843293604 | 赊 0.063409225208 | 芮 0.0634271257059 | 珑 0.0634646123241 | 瀛 0.0636494221147 | 伶 0.0636566376544 | 嘘 0.0636578775849 | 汀 0.0637829542674 | 钵 0.0643412718182 | 蚌 0.0650772011884 | 镛 0.0651703873704 | 蜕 0.0656416845546 | 汩 0.0658114139073 | 秭 0.0658998501532 | 祀 0.0660965141192 | 琉 0.0661676851132 | 萋 0.0662866810941 | 郴 0.0667723240017 | 趴 0.0670852145807 | 漉 0.067368875167 | 胺 0.0676712653655 | 雌 0.0676891899653 | 蔼 0.0678116294529 | 咆 0.0683865008044 | 迩 0.0685724810967 | 泗 0.0685909839628 | 粱 0.0687342751709 | 铱 0.0688071929811 | 绮 0.0695724376059 | 钰 0.0696175009789 | 蚂 0.070017000953 | 涿 0.070725568288 | 膛 0.0711120890115 | 亵 0.0713580245784 | 燮 0.0715191389091 | 馁 0.0716614918229 | 烷 0.0721397297566 | 

饰 : 踪 0.0190796704862 | 扰 0.0217341823445 | 盼 0.0218887010843 | 逢 0.0219500486461 | 拟 0.0220889038381 | 梯 0.0225859997046 | 溪 0.023422714428 | 耗 0.0246836917946 | 泊 0.0270499232759 | 旋 0.0276333070553 | 虹 0.0281198173974 | 欠 0.0303665502779 | 孕 0.0323953362392 | 慨 0.0329378829133 | 揽 0.0330405922966 | 凤 0.0337351784752 | 饰 0.0340096131179 | 缔 0.0344420801475 | 仲 0.0344546309615 | 烂 0.0347307270401 | 徒 0.0348623287109 | 冻 0.0361272203605 | 稻 0.0371891065065 | 赋 0.0373773779992 | 脉 0.0373881403338 | 柴 0.0375770639805 | 暗 0.0376314539114 | 隔 0.0380841528266 | 彦 0.0381415764825 | 愧 0.0384425330254 | 翼 0.0384441638474 | 疫 0.0386276187262 | 叹 0.0392351918404 | 稽 0.0404163901252 | 屈 0.0404181041766 | 刷 0.0404702869774 | 拳 0.0406160341899 | 御 0.0407750518622 | 侦 0.041152592636 | 洽 0.0417202418788 | 稀 0.0424692810322 | 译 0.0424814637137 | 癌 0.0432513034189 | 昂 0.0435579030924 | 娜 0.0437838304811 | 仙 0.0445634804412 | 霞 0.0448039415625 | 炎 0.0448304943318 | 聪 0.0448890841082 | 锡 0.0458778024419 | 

详 : 填 0.0121235017679 | 纵 0.0161857418041 | 抛 0.0172485332899 | 屈 0.0176572381147 | 描 0.0177066244626 | 粗 0.0185262780127 | 攀 0.0197655097466 | 狂 0.020470592364 | 霍 0.0206556526199 | 癌 0.0211995575651 | 弄 0.0214514329486 | 闯 0.0215491018674 | 柳 0.0216470608142 | 肩 0.022941285622 | 乔 0.0246279114639 | 漂 0.0250805579749 | 孤 0.0256146004521 | 蓬 0.0261820395657 | 屏 0.0262066510285 | 隔 0.0271674027476 | 悠 0.0277342409531 | 稻 0.0282472092698 | 赋 0.028282110544 | 灌 0.0291124058753 | 钻 0.0291579750353 | 稀 0.0293927897065 | 芬 0.0297576030839 | 墓 0.0298756959125 | 暗 0.030007082589 | 羽 0.0304627092092 | 磨 0.0306360755804 | 糖 0.0307940432608 | 辅 0.0310914612977 | 饲 0.0318175662448 | 苍 0.0318729616874 | 泡 0.0319151387944 | 湘 0.0323656227985 | 盗 0.0328062191632 | 扭 0.0335972768554 | 逆 0.0343748886386 | 赚 0.0346382105542 | 框 0.0369096748965 | 劝 0.037170373425 | 插 0.0371972864759 | 详 0.0387527989871 | 柏 0.039264185545 | 嘴 0.0395722594433 | 颜 0.0397300241804 | 昂 0.0402994246711 | 焦 0.040574450573 | 
